date,equity_return,vol_move,rate_move_bps,fx_return
2022-01-03,0.00021599199364727347,-0.003928928810867827,-8.527918178890689,0.008499469105296335
2022-01-04,0.004083691987610108,-0.004821285683415136,11.512029404379028,0.0004212480908418976
2022-01-05,-0.0033637921197088284,-0.020385899228748533,3.5489048671058914,0.003876779815855837
2022-01-06,-0.011377693903844563,0.0064373329312806945,12.522112184567392,0.0044984756869887645
2022-01-07,-0.005710720207232393,-0.03046504311116395,5.578200544252159,0.009325260696957412
2022-01-10,-0.01269140521495401,-0.0058647518561174405,10.427451663393036,-0.006308710492019495
2022-01-11,0.0009818668337667003,-0.07592193761090832,-1.739412678114767,0.007087227903096181
2022-01-12,0.017622798192208935,-0.0261564593318363,5.02012565569832,-0.0022513680098319245
2022-01-13,-0.006198684741167285,0.15963895289648755,18.938544586566184,-0.0046065659014532115
2022-01-14,-0.007866173697659224,-0.004871581957336277,-8.564741231240703,0.000616034591169343
2022-01-17,0.006567946652407577,-0.016706239534023407,8.23388268544955,-0.0012860657195203008
2022-01-18,0.004839531106080789,0.03726619953735369,11.885609528883547,-0.005924957870272945
2022-01-19,0.0015703852369726814,0.04956852751924235,2.947893043965936,-0.00958398256881025
2022-01-20,-0.011896084581206659,-0.07796382014204514,5.356487050018162,-0.005652569387411281
2022-01-21,-0.00018027369202255534,-0.014501114796227156,8.957441273991364,0.008714143353976534
2022-01-24,0.009238941527957742,0.06427930886543357,-4.692066161758277,0.011775417020682832
2022-01-25,-0.017274789114706066,0.01888863403504739,2.921882097007242,0.0039006986761447007
2022-01-26,-0.005749004893522837,0.008536783045124036,-6.216034549331272,0.007115552789469617
2022-01-27,-0.024515895617410972,0.10878123680261134,-4.838729289249971,-0.0031009977935424443
2022-01-28,-0.01656399061720469,-0.04744409317477507,-4.420939219281083,-0.0004629100504906336
2022-01-31,-0.02374255549129252,0.005792212657534322,-1.0238779088453498,0.0016965883936799636
2022-02-01,-0.0028561847039708563,-0.036404106567855,1.0484294693842422,-0.006487737509435097
2022-02-02,-0.01627680425876814,0.10432157603533687,3.241232169130203,-0.005939665001162079
2022-02-03,0.0037264366646821197,-0.13663022794935728,-10.15636082870749,0.0005830638402311414
2022-02-04,0.002237764126114927,-0.04690991868386317,14.187427952883805,-0.0019218235614465
2022-02-07,-0.0022301022801894067,-0.037040987621954236,8.284702697293833,-0.00638134067723532
2022-02-08,-0.03251787624066667,0.0464477736220113,5.204939385749301,0.002319192775637691
2022-02-09,-0.006803007646006276,0.042439283327666895,-2.5657127412469514,-0.0015796758028579568
2022-02-10,-0.00043051229021393576,0.09766359821671121,-0.6391466671396157,0.006128123705157315
2022-02-11,0.0016730168180429984,-0.11018229896361278,3.928164944432791,-3.10866109068973e-05
2022-02-14,-0.019691764951570115,0.052533250632133585,2.9500799047669903,-0.0018018387547175726
2022-02-15,-0.006010792588441098,-0.02052959050018143,-12.047437066537771,0.0007660391080854964
2022-02-16,-0.012520748014736313,-0.046593766608072296,5.31495484989044,-0.0010319007239933738
2022-02-17,-0.01031488411253279,0.03776979733607647,20.917733118823154,-0.004008276286148444
2022-02-18,0.013991682104019023,-0.0644097707914954,-13.253029651064677,-0.0024117365144922537
2022-02-21,-0.010297950779314653,-0.1453839306720026,7.137743351438644,0.004496514251924795
2022-02-22,-0.00022278216429176775,-0.02591529422458447,2.6495138255316997,0.003879100300793833
2022-02-23,0.011697068275981262,-0.10484395961493326,-0.8009065379807796,0.007717366856184551
2022-02-24,-0.007386805625662926,-0.04542410747494749,9.849110180156181,-0.010157963659678153
2022-02-25,-0.001252125344594075,0.02600883346257705,-8.495174191561485,-0.0023585440735398706
2022-02-28,0.0016360338622432478,0.02183998219299106,1.1696649494495905,-0.002487452070295325
2022-03-01,0.0010291630653158055,0.11108296142849969,10.513682563497852,0.0010306350738467519
2022-03-02,-0.015725725743430015,-0.01397583228604407,-1.4146898138278163,-0.0027129435473992295
2022-03-03,0.0011898229949011052,-0.10733321133834987,-3.0048412311859938,-0.0030790980459722557
