date,EquitySpot:AAPL,EquitySpot:MSFT,EquitySpot:NVDA,EquitySpot:SPY,EquityVol:AAPL,EquityVol:MSFT,EquityVol:NVDA,EquityVol:SPY,RateZero:USD:0Y,RateZero:USD:2Y,RateZero:USD:5Y,RateZero:USD:10Y,FXSpot:EURUSD,FXVol:EURUSD
2022-01-03,-0.0079908830195241278,0.018424831568213253,0.00071330521459019188,-0.013004910395072618,0.034335515662576796,0.005093797983840331,0.051052059411465442,0.063170723511632887,-6.5689226640767897,-4.7624429269096789,10.038193976469056,-2.6546060004742533,-0.00073715797741943402,0.0013907890761213502
2022-01-04,0.019246100247477554,0.011294464289594403,0.014602114131289999,-0.011654280085148863,-0.042201085651670328,0.063896274134222039,0.093486674668325415,-0.14792054787588702,-2.2369971312847636,7.1386052839046803,5.6106975762045401,-2.2159767471096301,-0.0055270953651172074,0.025590475147241561
2022-01-05,-0.0055108041665252062,0.039931931161231005,-0.006463918407592242,-0.0014091454997126258,0.0252176574976915,-0.030868149067691895,0.0079505927839992573,-0.032179989662513668,-8.6805878936744101,-11.2273564736056,1.60013234831485,-1.0103199843880999,0.00089546501508146355,-0.0543467098230603
2022-01-06,0.027972644686978229,-0.00054130567330921866,0.011550294977543542,0.0020611180460014819,-0.082545706261198434,0.02868836855510869,-0.076899304991835213,0.037514359320597074,2.9795410165565364,-4.8249451164555088,2.9820301863369276,-8.09680890799509,0.00059533676777259812,-0.015988114417124517
2022-01-07,0.012335006480091049,0.016931095173031933,0.0017862307550527885,0.015461708265218222,0.016616658486503642,0.14898873780504571,-0.081161368039343693,0.047510596964974575,-7.3982138579798917,3.5461444662055861,-1.6721210705263261,1.3718021420760975,-0.00048487627757694366,-0.1071362578395612
2022-01-10,0.0089775070750513948,-0.00043268209951687368,0.015689772942324747,-0.0068074398711364956,0.075209687141338397,0.009853720505079152,-0.022307425802076043,0.042764711358692302,1.0489735584343702,-0.049013380024806229,3.7077536911204092,-7.2463567852498629,0.0016252940271296635,0.019486824388338542
2022-01-11,0.003949996640570717,-0.023180951002511607,-0.0038750312103633089,0.0018970452158254545,0.012232305950000641,0.032202765026395713,-0.047181441435651207,0.09679987617428544,-2.4358023049471065,-3.2803264821271041,-10.199739701443198,9.079654090710175,-0.003454238263023593,0.069264922597123163
2022-01-12,-0.024716406622089841,-0.022835069971009241,-0.0098199515283793962,-0.01059454358541068,-0.0083544191814465662,-0.10937690892407091,0.019136487717516453,0.02405546040879069,6.4263164440033362,7.0459619929904544,2.3647202507410179,-5.3324072685922905,-0.0050380673493756354,-0.077961005944712086
2022-01-13,0.0034169822531701062,0.0018419186149594264,0.0039830929363554486,0.014604659122541009,0.036758232597561842,-0.10263117727356967,0.03124350201852032,-0.014637152831859348,-9.2046626082698495,-0.81687170164211398,-5.6119603969385992,2.8037888133134796,0.0041922707672753714,-0.070681117554304604
2022-01-14,0.013701137149803937,-0.013857556860905236,0.0043175306404868328,0.018944389538178466,0.17414241655059512,0.045098842032867653,0.0047452920255653787,0.073110899784824324,0.73979689113773994,-2.338405163365989,7.0883893575645534,16.497272313297344,0.0070491741533079289,0.024232690183087408
2022-01-17,-0.0064713695108673374,-0.023572763004540857,-0.0075147842927622078,-0.027738138507650258,0.068795476422025797,0.072997807477282128,0.012545156288116196,-0.026691368551554937,3.4719869757801916,1.1458392018914194,-2.3362414302095411,-0.70934242251102386,-0.0096898538356305578,-0.0639169227013167
2022-01-18,0.0060858047825632401,-0.0027220485906732025,-0.0031577584333540177,0.032047393872885653,-0.0057202285422912821,0.050136105626923798,-0.16924572626455334,-0.063579923511606726,-1.8354096055514257,-10.322648717235628,-3.3382830083737054,-6.5957647484626527,0.0053124145804041715,0.0066098499793210523
2022-01-19,-0.013799819634405673,-0.028757362099073813,0.014989445374111864,-0.00041525530608715346,0.058460061549637156,0.041004567333517691,0.047634967570867881,0.053774213151454774,15.819103315732294,0.63995773268088785,5.8067295799472305,4.9063712050372921,-0.0023096425698799286,-0.05262530471106458
2022-01-20,-0.0067231514523707755,-0.0024735716752096581,-0.0208843074052017,-0.0089328882864049015,-0.032640049852980371,0.0023078096882906763,0.0010635356780748276,0.0549161671363642,2.6170486351686977,-6.504004200341134,-0.94818843599109237,-1.255362425696706,-0.0066837051221815234,0.039215863805441203
2022-01-21,0.0070169620667008738,-0.014116343772630126,0.00018981929370692427,-0.011688433738390239,-0.10920657211867005,-0.047570976092865695,-0.03631049919252427,-0.11683842350365095,-6.5616672538277241,5.3541802117348629,-2.6240645004092356,-9.1725164278088247,-0.0083521195860290481,0.01701739740052436
